raw,processed,label
packingannya gak rapi; akhirnya pas sampe; samponya luber kmna mana; gak banyak banget sih yg keluar; tapi lumayanlah,packingannya enggak rapi akhir pas sampai sampo langsung umum bebas dan rahasia kmna mana enggak banyak banget sih yang keluar tapi lumayan,0
Penjualnya lumayan responsif hanya kurir AnterAja nya aja sangat sangat lama dan tidak responsif,jual lumayan responsif hanya kurir anteraja nya saja sangat sangat lama dan tidak responsif,0
Produk sesuai.. Exp lama. cuma lelet bls chat &amp; pengiriman lama.,produk sesuai exp lama cuma lambat balas chat amp kirim lama,0
Kirim barangnya lama sekali. Order tgl 28 Maret; sampainya tgl 4 April. Bad service.,kirim barang lama sekali order tanggal maret sampai tanggal april bad service,0
kardus zwitzalnya hancur. pengemasan sekelas unilever agak buruk. ga dikasih kardus tambahan cmn buble wrap dan plastik aja,kardus zwitzalnya hancur emas kelas unilever agak buruk tidak kasih kardus tambah cuman buble wrap dan plastik saja,0
sudah dibungkus bubble wrap tapi semua kalengnya penyok,sudah bungkus bubble wrap tapi semua kaleng penyok,0
saat sampai lembek dan wafer benyek; packingnya diktat bareng susu jadinya tertimpa. seharusnya dibubble terpisah.,saat sampai lembek dan wafer benyek packingnya diktat bareng susu jadi timpa harus dibubble pisah,0
OFFICIAL STORE YANG GAK MUTU...STOCK GAK ADA TAPI MASIH DIPAJANG....,official store yang enggak mutu stock enggak ada tapi masih pajang,0
barangnya kurang… saya beli lifebuoy rexona wipol dan pepsodent.. tapi wipol dan pepsodentnya tidak dikirim… kecewa biasa tidak pernah begini.. saya sudah percaya unilever sudah member vip.. jadi saya ga videoin.. dan click selesai.. pas saya komplain dimintain video.. ya harganya ga seberapa dari pada harus marah… lebih baik relain aja..,barang kurang saya beli lifebuoy rexona wipol dan pepsodent tapi wipol dan pepsodentnya tidak kirim kecewa biasa tidak pernah begini saya sudah percaya unilever sudah member vip jadi saya tidak videoin dan click selesai pas saya komplain dimintain video iya harga tidak berapa dari pada harus marah lebih baik relain saja,0
Tdk sesuai chat; botol sebagian besar penyok,tidak sesuai chat botol bagi besar penyok,0
Silakan gunakan lebih sedikit plastik untuk pengepakan!,sila guna lebih sedikit plastik untuk epak,0
Barang tidak sampai,barang tidak sampai,0
Belum terima saya paketnya😔,belum terima saya paket,0
konfirmasi order dan pengiriman sangat lama,konfirmasi order dan kirim sangat lama,0
Pengiriman lama sekali dan tidak ada solusi ketika ditanya; karena beli barang itu bukan hanya barangnya saja yg dinilai tapi pelayanannya juga apalagi jual online beda dengan penjual offline,kirim lama sekali dan tidak ada solusi ketika tanya karena beli barang itu bukan hanya barang saja yang nilai tapi layan juga apalagi jual onlen beda dengan jual oflen,0
beberapa kaleng susu penyok.,beberapa kaleng susu penyok,0
Barang oke tapi pengirimannya hampir seminggu,barang oke tapi kirim hampir minggu,0
produk sesuai pengiriman ok cepat. packingan rapi. terima kasih.  nilai minusny kurang cocok di lidah rasanya seperti campur jagung bukan murni kopi. beda dgn yg nescafe bubuk biasa. ,produk sesuai kirim ok cepat packingan rapi terima kasih nilai minusny kurang cocok di lidah rasa seperti campur jagung bukan murni kopi beda dengan yang nescafe bubuk biasa,0
Pengiriman lama. Pesan tgl 7; dikirim dari toko tgl 9; dikonfirmasi sama ekspedisi tgl 12 dan sampainya di tgl 12.  Produk dan kemasan pengiriman tidak masalah. Exp 2022,kirim lama pesan tanggal kirim dari toko tanggal konfirmasi sama ekspedisi tanggal dan sampai di tanggal produk dan kemas kirim tidak masalah exp,0
produk tumpah 1 plastii,produk tumpah plastii,0
Ada yg tumpah 1 botol,ada yang tumpah botol,0
Barang ga saya Terima. Kesalahan saya karena tidak unboxing,barang tidak saya terima salah saya karena tidak unboxing,0
isinya gak full;  enteng banget;  Masa seh dikurangin isinya.. (foto terlampir)  gak segel seh; bs terjadi kemungkinan isi dikurangin;  ntahlaaaa semoga salah,isi enggak full enteng banget masa sih rangin isi foto lampir enggak segel sih bisa jadi mungkin isi rangin ntahla moga salah,0
Pengiriman lama; tutup botol sabun gk terlalu rapet jadi bocor,kirim lama tutup botol sabun gak terlalu rapet jadi bocor,0
pengemasan nya bagus pakai bubble wrap tapi ternyata isinya bocor..,emas nya bagus pakai bubble wrap tapi nyata isi bocor,0
Sudah chat batal dan lsg pesan lg barang yg sama tetap dikirim,sudah chat batal dan langsung pesan lagi barang yang sama tetap kirim,0
Barang diterima dlm keadaan berantakan. Kemasannya tidak cermat; cairannya berceceran. Masih untung ada lapisan plastik; tidak sampe masuk ke kotak kardus. Pekerja pengemasan tidak profesional.,barang terima dalam ada beranta kemas tidak cermat cair cecer masih untung ada lapis plastik tidak sampai masuk ke kotak kardus kerja emas tidak profesional,0
Pesan hari minggu sampai hari sabtu; terbaik lah pokoknya.,pesan hari minggu sampai hari sabtu baik lah pokok,0
selalu di invoice ada cashback ; tetapi setelah selesai pesanan cashback selalu tidak masuk ;;; uda hampir 4x tidak menerima cashback,selalu di invoice ada cashback tetapi telah selesai pesan cashback selalu tidak masuk sudah hampir kali tidak terima cashback,0
Order tgl 20 Mei baru diterima pembeli tgl 11Juni 😑.  Padahal saya beli produk ready; bukan PO. Label Official store ternyata ga jaminan. Bahkan; bisa jadi lebih buruk pelayanannya daripada pengecer 😑,order tanggal mei baru terima beli tanggal juni padahal saya beli produk siap bukan po label official store nyata tidak jamin bahkan bisa jadi lebih buruk layan daripada ecer,0
barang sya belum sampai; dah di paksa komfirmasi aja; bukti foto barang trima aja gak ada;; semoga dapat balasan setimpal,barang saya belum sampai sudah di paksa komfirmasi saja bukti foto barang terima kasih saja enggak ada moga dapat balas timpal,0
jelek packing nya.,jelek packing nya,0
Jujur kali ini kesal  krn kurir w***** lama bgt ngirimnya sesama tangsel beli tgl 17 baru sampe tgl 23 itupun hrs minta bantuan customer care tokped; saya ada beli brg jg di unilever di tgl 20 sampe dirmh tgl 22  pdhal pake kurir yg free ongkir...aneh kan yg free ongkir sdh sampe duluan drpd yg bayar. next unilever hrs tambahain fitur u kurir  bs pake ojol; jd yg jaraknya dkt dan diatas 2 kg bs pake ojol; hrgnya gak beda jauh ongkirnya sm kurir w***** tp deg-degkan nungguin brgnya. kali ini saya kasih rating 3 walau sdh sering beli disini krn mslh kurir yg super duper lambat,jujur kali ini kesal karena kurir aku lama banget ngirimnya sama tangsel beli tanggal baru sampai tanggal itu harus minta bantu customer care tokped saya ada beli bareng juga di unilever di tanggal sampai rumah tanggal padahal pakai kurir yang bebas ongkos kirim aneh kan yang bebas ongkos kirim sudah sampai duluan daripada yang bayar lanjut unilever harus tambahain fitur kamu kurir bisa pakai ojol jadi yang jarak dkt dan atas kg bisa pakai ojol hrgnya enggak beda jauh ongkirnya sama kurir aku tapi deg deg tunggu brgnya kali ini saya kasih rating walau sudah sering beli sini karena masalah kurir yang super duper lambat,0
Pengiriman lama banget padahal jabodetabek area; dan ketika sampai packagingnya sangat tidak layak. Masalahnya bukan di Unilever (produknya gpp) tapi di Sirclo dan fulfillment.,kirim lama banget padahal jabodetabek area dan ketika sampai packagingnya sangat tidak layak masalah bukan di unilever produk tidak apa tapi di sirclo dan fulfillment,0
Belum dicoba semga sesuai,belum coba semga sesuai,0
Pengirimannya juara sih..butuh 1 minggu buat sampe padahal di jkt jg;barang jg ada yg bocor 1. Ga bakal order lg disini klo butuh cepet.,kirim juara sih butuh minggu buat sampai padahal di jakarta juga barang juga ada yang bocor tidak bakal order lagi sini kalau butuh cepat,0
dr segi harga sih ok; tp pengiriman yg tagak lama,dari segi harga sih ok tapi kirim yang tagak lama,0
semua penyok. tolong di periksa sebelum dikirim.,semua penyok tolong di periksa belum kirim,0
mantap;;; plastik waps nya tebal &amp; pacingan dus susu beruang nya rapih;;; cuman kurir JNE nya yg naro susu beruang nya disatukan sama paketan lagi jadi kaleng susu beruang nya ada beberapa yg penyok,mantap plastik waps nya tebal amp pacingan dus susu beruang nya rapi hanya kurir jne nya yang naro susu beruang nya satu sama paket lagi jadi kaleng susu beruang nya ada beberapa yang penyok,0
payah banget; masa produknya cuma ada 1 maen ganti aja tanpa konfirmasi...kecewa banget,payah banget masa produk cuma ada main ganti saja tanpa konfirmasi kecewa banget,0
Beli di official store malah harga lebih mahal dibanding tempat lain,beli di official store bahkan harga lebih mahal banding tempat lain,0
pengiriman agak lama; harga standart pasta gigi; walaupun mahal sedikit harga di tambah biaya ongkir. so far biasalah!!,kirim agak lama harga standart pasta gigi walaupun mahal sedikit harga di tambah biaya ongkos kirim sok far biasa,0
edan lama pengirimannya sampe seminggu.. pesan barang barengan produk w*ngs; udah sampe duluan. produk unilever ga nyampe2,edan lama kirim sampai minggu pesan barang bareng produk aku ngs sudah sampai duluan produk unilever tidak sampai,0
pengiriman lama dan pas nyampe barangnya pada ancur,kirim lama dan pas sampai barang pada hancur,0
Parah!!!! Beli rexona nya 2 pcs + lifebouy 900ml  yg dateng cuma rexona 1 pcs dan lifebouynya aja!!!,parah beli rexona nya pcs lifebouy ml yang datang cuma rexona pcs dan lifebouynya saja,0
Buy 1 get 1 tapi yg satu bocor tutup tidak kencang jadi hanya 1 yg bisa dipakai,buy get tapi yang satu bocor tutup tidak kencang jadi hanya yang bisa pakai,0
Produk ori; hany saja pengiriman lambat. Di marketplace lain malah pesanan saya 3 kali dibatalin karena tidak terkirim. Toped-nya Ok; toko Unilever-nya yg harus improve,produk orisinal hany saja kirim lambat di marketplace lain bahkan pesan saya kali dibatalin karena tidak kirim toped nya ok toko unilever nya yang harus improve,0
Barang &amp; pengiriman OK.  Packing payah; shampoo tumpah keluar,barang amp kirim ok packing payah shampoo tumpah keluar,0
lama di ekspedisi;krm dr tgl 27 nov baru sampai tgl 4 des padahal krm ke bekasi aja,lama di ekspedisi kirim dari tanggal nov baru sampai tanggal des padahal kirim ke bekas saja,0
saya dipermainkan dengan sistem pengiriman kalian. sampai ada 2 kurir gitu gimana ceritanya? harus klik komplain dulu baru barang saya sampai rumah. overall utk barang lengkap semua dan dalam keadaan baik; terima kasih,saya main dengan sistem kirim kalian sampai ada kurir begitu bagaimana cerita harus klik komplain dulu baru barang saya sampai rumah overall untuk barang lengkap semua dan dalam ada baik terima kasih,0
kemasan kayak barang lama ya?,kemas seperti barang lama iya,0
pengiriman lama. lebih cepat di lapak sebelah.,kirim lama lebih cepat di lapak belah,0
bagus; cuma kurirnya lama banget,bagus cuma kurir lama banget,0
Pihak unilever packingnya kurang aman; jd rusak di pengiriman; bocor. Saya tidak terima barang apapun. Saat sy ajukan refund; malah di ajukan banding oleh pihak seller; dan uang dikembalikan tokopedia ke pihak seller. Will definitely NOT repurchase anything here.,pihak unilever packingnya kurang aman jadi rusak di kirim bocor saya tidak terima barang apa saat saya aju refund bahkan di aju banding oleh pihak seller dan uang kembali tokopedia ke pihak seller will definitely belum repurchase anything here,0
Pengiriman lamaaa sekali sampai 2 minggu,kirim lama sekali sampai minggu,0
pilih custom logistik ekspektasi kurir nestle; ternyata wahana dan nyampenya 1minggu lebih :( paket yg sama pakai kurir lain dateng lebih cepat,pilih custom logistik ekspektasi kurir nestle nyata wahana dan sampai minggu lebih paket yang sama pakai kurir lain datang lebih cepat,0
pilih bebas ongkir; datangnya cukup lama. Padahal dari produk pesaing sama bebas ongkir datang keesokan harinya setelah order. ,pilih bebas ongkos kirim datang cukup lama padahal dari produk saing sama bebas ongkos kirim datang esok hari telah order,0
Barang original; pengiriman lama padahal toko official..,barang original kirim lama padahal toko official,0
Yg dikirim ukuran 850ml bukan 900ml..kecewa sy...,yang kirim ukur ml bukan ml kecewa saya,0
Buble warp tipis,buble warp tipis,0
Beli tgl 21 Juni; tertera di app akan sampe tgl 22 atau 23 Juni. Ternyata tgl 23 Juni baru dikirim dan baru sampai tgl 25 Juni.. padahal cuma dari Tangerang ke Tangsel 🤢,beli tanggal juni tera di app akan sampai tanggal atau juni nyata tanggal juni baru kirim dan baru sampai tanggal juni padahal cuma dari tangerang ke tangsel,0
Datang; tapi 1 bocor. Kardus sampai udah penyok banget sampai terbuka. Di dalamnya juga tidak di kasih bubble wrap sama sekali.,datang tapi bocor kardus sampai sudah penyok banget sampai buka di dalam juga tidak di kasih bubble wrap sama sekali,0
Kondisi barang baik tapi lamaaa datangnya,kondisi barang baik tapi lama datang,0
produk sesuai pesanan. jumlahnya sesuai. tapi ada salah satu produk yang bocor; isinya berkurang jadi ringan dan dikemas dengan plastik; sehingga jadi lengket. sepertinya pada saat pengiriman sudah ada bocor; sehingga saat pengiriman semakin berkurang isinya. sekedar saran; kalau memang produknya bundling dan ada salah satu yg tidak baik; jangan langsung dikirim..jadi mengurangi jumlahnya,produk sesuai pesan jumlah sesuai tapi ada salah satu produk yang bocor isi kurang jadi ringan dan kemas dengan plastik sehingga jadi lengket seperti pada saat kirim sudah ada bocor sehingga saat kirim makin kurang isi dar saran kalau memang produk bundling dan ada salah satu yang tidak baik jangan langsung kirim jadi kurang jumlah,0
Proses pengemasan terlalu lama ,proses emas terlalu lama,0
Pengiriman lama menggunakan kurir toko. ,kirim lama guna kurir toko,0
Brg bgs ... sesuai pesanan... tp pengiriman lamaaaa bgt ....,bareng bagus sesuai pesan tapi kirim lama banget,0
Respon dan pengiriman nya lama bgt. ,respon dan kirim nya lama banget,0
pengiriman lamaaaa dri tgl 3 mei bru smpai 9 mei ,kirim lama dari tanggal mei baru sampai mei,0
Alhamdulillah pesanan ga sampe; cuman di tulis &#34;diteras&#34; aja ama kurirnya... udh dicari Alhamdulillah ga ketemu; semoga ada rejeki buat beli lagi,alhamdulillah pesan tidak sampai hanya di tulis teras saja sama kurir udah cari alhamdulillah tidak ketemu moga ada rezeki buat beli lagi,0
kemasannya bocor alus,kemas bocor alus,0
Beli 5 x twin pack harusnya dpt 10 pouch tapi cuma terima 9 pouch.... Yg unboxing si mba dan gak di video in juga.... Ya sudah lah; terima aja yg kurang 1 pouch.... Next time; tolong lbh teliti lagi donk supaya pelanggan tdk kecewa.... Thank you....,beli kali twin pack harus dapat pouch tapi cuma terima pouch yang unboxing sih mbak dan enggak di video ini juga iya sudah lah terima saja yang kurang pouch lanjut time tolong lebih teliti lagi dong supaya langgan tidak kecewa thank you,0
kemasan dalam terbuka/pecah,kemas dalam buka pecah,0
Cukup sekali pesan nya krn barang tidak pernah diterima ,cukup sekali pesan nya karena barang tidak pernah terima,0
barang sesuai tetapi pengiriman dengan kurir toko lama sekali; tidak bisa dilacak,barang sesuai tetapi kirim dengan kurir toko lama sekali tidak bisa lacak,0
pengiriman amat sangat lama sekali; admin ditanya tidak bisa memastikan barang kapan akan dikirim.. akhirnya setelah seminggu barang baru diterima,kirim amat sangat lama sekali admin tanya tidak bisa pasti barang kapan akan kirim akhir telah minggu barang baru terima,0
order lama di proses; pengiriman pun lama. padahal saya minta kurir next day. order tgl 27; baru sampe tgl 30,order lama di proses kirim pun lama padahal saya minta kurir lanjut hari order tanggal baru sampai tanggal,0
murah; tp pengiriman super duper lamaaa,murah tapi kirim super duper lama,0
Produk ori; fast respon;tapi pengirimannya lama;biasa nya cepat,produk orisinal fast respon tapi kirim lama biasa nya cepat,0
lumayan lah sesuai harga,lumayan lah sesuai harga,0
Proses pengemasan dan pick up lama.,proses emas dan pick up lama,0
maaf saya kasih 3. ada yg bocor untuk vixal nya; krn pas saya buka sdh basah dan ada bau vixal. kerdus pasta gigi sdh penyok  mmg dibubble tp tipis sekali.  sprtnya tdk ada QC;  product bocor; basah dan packing kerdus rusak. kerdus yg digunakan terlalu tipis utk isi yg berat. tolong tingkatin lagi kualitas pengiriman utk brand yg sdh besar ini. terimakasih,maaf saya kasih ada yang bocor untuk vixal nya karena pas saya buka sudah basah dan ada bau vixal kerdus pasta gigi sudah penyok memang dibubble tapi tipis sekali sprtnya tidak ada qc product bocor basah dan packing kerdus rusak kerdus yang guna terlalu tipis untuk isi yang berat tolong tingkatin lagi kualitas kirim untuk brand yang sudah besar ini terimakasih,0
proses pengiriman lama bgt; percuma pilih jenis pengiriman yg 1 hari sampai ternyata dikirimkan dng ekspedisi kelas ekonomi;  nyesel bgt belanja disini.,proses kirim lama banget percuma pilih jenis kirim yang hari sampai nyata kirim dengan ekspedisi kelas ekonomi sesal banget belanja sini,0
kecewa beli 1 pak isi 4 yang dikirim cuma satu batang,kecewa beli pak isi yang kirim cuma satu batang,0
kali ini saya kurang suka sama proses nya yg lambat gak seperti sebelumnya; untuk kualitas saya favorit...,kali ini saya kurang suka sama proses nya yang lambat enggak seperti belum untuk kualitas saya favorit,0
Pesenny yg gold datengnya yg classic; rugi 100rb,pesenny yang gold datengnya yang cla ic rugi ribu,0
dpt bonus tumbler tp sayang tumblernya bocor wkt shake... ,dapat bonus tumbler tapi sayang tumblernya bocor waktu shake,0
Tolong packaging di rapikan lagi ya kemarin terbuka kardusnya,tolong packaging di rapi lagi iya kemarin buka kardus,0
Produk tidak terkirim dan penjual sangat tidak koorperatif untuk penyelesaian masalah,produk tidak kirim dan jual sangat tidak koorperatif untuk selesai masalah,0
kaleng nya semua penyot2,kaleng nya semua penyot,0
Official store kok tapi jualan gak profesional dan sesuai.. pesannya rasa apa dikirimnya rasa apa gak sesuai permintaan,official store kok tapi jual enggak profesional dan sesuai pesan rasa apa kirim rasa apa enggak sesuai minta,0
Kemasan bocor; niatnya dapat murah jadinya mahal T.T,kemas bocor niat dapat murah jadi mahal t t,0
saya dibohongi;saya diinfo barang sudah dikirim tapi setelah saya ajukan komplain penjual baru bilang barang ternyata belum dikirim. Pengiriman tidak sesuai estimasi yg dijanjikan (pengirimannya lama banget)!!,saya bohong saya info barang sudah kirim tapi telah saya aju komplain jual baru bilang barang nyata belum kirim kirim tidak sesuai estimasi yang janji kirim lama banget,0
kurir toko ternyata yang dipakai eskpedisi wahana 🤣 pantes gak ada progresnya barang sudah dikirim sampai mana 😁 tulis aja pilihannya wahana gpp kok,kurir toko nyata yang pakai eskpedisi wahana pantas enggak ada progres barang sudah kirim sampai mana tulis saja pilih wahana tidak apa kok,0
Pelayanan buruk.. respon buruk...,layan buruk respon buruk,0
tanggal 4 juli order. baru terima tgl 8 Juli. padahal kirim nya dari jakarta ke jakarta juga. kelamaan,tanggal juli order baru terima tanggal juli padahal kirim nya dari jakarta ke jakarta juga lama,0
barang tidak komplit dikirim. kecewa berat,barang tidak komplit kirim kecewa berat,0
Jangan kasih kaleng penyok ke pembeli,jangan kasih kaleng penyok ke beli,0
Proses lama; dipesan tgl 17 baru dikirim tgl 21,proses lama pes tanggal baru kirim tanggal,0
pengiriman lamaa bgt,kirim lamaa banget,0
rasanya terlalu manis,rasa terlalu manis,0
Ga tau; ga sempet coba barangnya. Bocor pas sampe; dikirim balik spy di ganti; prosesnya trll lama &amp; di puter2 sm tokpednya. Tolong perhatiiin lagi QC Packingnya. Kecewa!,tidak tahu tidak sempat coba barang bocor pas sampai kirim balik supaya di ganti proses terlalu lama amp di puter sama tokpednya tolong perhatin lagi qc packingnya kecewa,0
dikirimnya lama banget; terus ada yg bocor,kirim lama banget terus ada yang bocor,0
packing berantakan ada yg bocir tumpah  semua,packing beranta ada yang bocir tumpah semua,0
Masa barang bisa hilang???... tidak profesional sama sekali. dan proses return sangat lama.. makasih ya sudah buang buang waktu saya... tolong dirubah sistemnya. biar lebih cepat. proses Return pun harus lebih cepat pengembalian dananya. parah,masa barang bisa hilang tidak profesional sama sekali dan proses return sangat lama terima kasih iya sudah buang buang waktu saya tolong rubah sistem supaya lebih cepat proses return pun harus lebih cepat kembali dana parah,0
Beli 3 Bungkus Refill Sunlight 1;6 liter. 2 Bungkus Kondisi Bagus; 1 Bungkus Bocor. Sepertinya Di Banting Oleh Pihak Kurir.,beli bungkus refill sunlight liter bungkus kondisi bagus bungkus bocor seperti di banting oleh pihak kurir,0
Produk bagus; bintang 1 karena pengemasan produk; dimana produk makanan disatukan dan dikemas dalam 1 plastik wrap. Akibatnya produk makanan terkena tumpahan produk kebersihan toilet.,produk bagus bintang karena emas produk mana produk makan satu dan kemas dalam plastik wrap akibat produk makan kena tumpah produk bersih toilet,0
paket diterima dlm kondisi bocor; kemasan sobek; posisi dibungkus bubblewrap. pas dikomplain ga terima katanya ini kesalahan ekspedisi pdhal jelas2 dlm kemasan buble wrap koq ekspedisi yg disalahin. udah dikirim video unboxing masih diminta kirim foto ini itu. lha paketannya aja udah basah ancur kemana2 kena tumpahan detergent; males banget harus ambil foto ulang yg ada rusak tangan sy kena  detergent,paket terima dalam kondisi bocor kemas sobek posisi bungkus bubblewrap pas komplain tidak terima kata ini salah ekspedisi padahal jelas dalam kemas buble wrap kok ekspedisi yang disalahin sudah kirim video unboxing masih minta kirim foto ini itu lah paket saja sudah basah hancur mana kena tumpah detergent malas banget harus ambil foto ulang yang ada rusak tangan saya kena detergent,0
Pengiriman agak lama; tapi packingnya safety bgt. Harganya agak mahal (isinya sedikit) dan kualitasnya B aja; malah tissue-nya cenderung kering (buat ngelap juga agak gmn gitu); tidak ada wangi karbolnya jg.,kirim agak lama tapi packingnya safety banget harga agak mahal isi sedikit dan kualitas bahasa saja bahkan ti ue nya cenderung kering buat ngelap juga agak gimana begitu tidak ada wangi karbol juga,0
pesennya 2 nescafe classic. 1minggu ga sampe². baru ngbrin ktnya kosong.begitu brg sampe; nescafe cm 1. malah ada koko krunch. Dikirim tanpa konfirmasi. ,sen nescafe cla ic minggu tidak sampai baru ngbrin kata kosong begitu bareng sampai nescafe cuma bahkan ada koko krunch kirim tanpa konfirmasi,0
Pesan bulan juli 2020 dikasih produk ED Nov 2020. ,pesan bulan juli kasih produk edisi nov,0
apa handsanitezer cuma satu?,apa handsanitezer cuma satu,0
cairan shampoo keluar sebab tutup botolnya longgar... harap diperhatikan lagi dalam proses packing...  (tambahan komentar) sebelumnya saya beri bintang 2; tetapi karena pihak toko memberikan respon serta permintaan maaf; maka saya beri penilaian bintang 3,cair shampoo keluar sebab tutup botol longgar harap perhati lagi dalam proses packing tambah komentar belum saya beri bintang tetapi karena pihak toko beri respon serta minta maaf maka saya beri nilai bintang,0
Lama banget pengiriman ke bekasi 4 hari ada kali,lama banget kirim ke bekas hari ada kali,0
Packing kurang rapih … baru kali kaleng nya pada penyok; untung gak sampe bocor … mungkin tukang packing nya ganti kali yah?,packing kurang rapi baru kali kaleng nya pada penyok untung enggak sampai bocor mungkin tukang packing nya ganti kali ya,0
bintang 3 lumayan artinya; karena emang lumayan lama ,bintang lumayan arti karena memang lumayan lama,0
Aneh sekelas official kok kalengnya penyok.. kalah ama toko biasa. Penyok ini ngak mungkin dr pengiriman karena penyoknya ditengah kaleng yg menghadap kedalam. Dinote ud dikasih catatan huruf besar minta kaleng tidak penyok tapi ternyata sia2,aneh kelas official kok kaleng penyok kalah sama toko biasa penyok ini nggak mungkin dari kirim karena penyok tengah kaleng yang hadap dalam dinote sudah kasih catat huruf besar minta kaleng tidak penyok tapi nyata sia,0
Isi shampo nya kok tumpah gitu... sampe ke kotaknya juga tembus...,isi shampo nya kok tumpah begitu sampai ke kotak juga tembus,0
Bener2 kesel ya; krn tidak dikirim di hari yg sama; very slow response dan juga tidak ada konfirmasi kalau barang kosong. Tbtb sampe trs barang kurang without any information. The service was pretty bad!,benar kesal iya karena tidak kirim di hari yang sama very slow response dan juga tidak ada konfirmasi kalau barang kosong tiba sampai terus barang kurang without any information the service was pretty bad,0
Pemesanan sdh sy cancel karena s/d batas waktu pengiriman dgn grab tdk diproses.  Open order baru dengan pengiriman biasa; tp 2 2 nya tetap diproses.  Jadinya beli 2x dgn produk yg sama.  Gimana nihhhh mas brooo,mesan sudah saya batal karena si di batas waktu kirim dengan grab tidak proses open order baru dengan kirim biasa tapi nya tetap proses jadi beli kali dengan produk yang sama bagaimana ini mas saudara laki,0
Ternyata kemahalan jauh dibanding toko2 lain di toped... menyesal beli disini. ngga akan beli lagi dah...,nyata mahal jauh banding toko lain di toped sesal beli sini tidak akan beli lagi sudah,0
Pengiriman terdiri dari 2 koli dan yg 1 koli terlambat,kirim diri dari koli dan yang koli lambat,0
Terkirim tidak sesuai; kedepan mohon lebih teliti..,kirim tidak sesuai depan mohon lebih teliti,0
kalengnya penyok😱😱pdhal pake buble wrap dan dus nya gede.....,kaleng penyok padahal pakai buble wrap dan dus nya gede,0
maaf saya kasih bintang 3; buat introspeksi aja; produk sangat bagus; packaging sangat aman; seller sangat responsif; sayangnya proses barang lama; masih belum sesuai dgn standar official store,maaf saya kasih bintang buat introspeksi saja produk sangat bagus packaging sangat aman seller sangat responsif sayang proses barang lama masih belum sesuai dengan standar official store,0
kecewaaaa !!!!! yg dateng beda. malah tisue basah.. harga lebih murahhhh.. ga recommend.. payahh.. gada confirmasi dulu lagi,kecewa yang datang beda bahkan tisue basah harga lebih murah tidak recommend payah tidak ada confirmasi dulu lagi,0
Barang kurang kirim mau komplen ga bisa krn ga ada video Pesen 10 di kirim cm 9.  ,barang kurang kirim mau komplen tidak bisa karena tidak ada video pesan di kirim cuma,0
Untuk sekelas brand besar; pengemasan kirim tdk layak; tanpa pembatas/pelapis tambahan terlebih ini produk F&amp;B; diterima dgn keadaan 1 kemasan sobek bagian atas utk bonusnya (isi kemasan hampir tumpah keluar) &amp; box besar dlm keadaan tdk teratur penyok dibeberapa sisi. terlalu pintar spertinya bagian packingnya.,untuk kelas brand besar emas kirim tidak layak tanpa batas lap tambah lebih ini produk f amp bahasa terima dengan ada kemas sobek bagi atas untuk bonus isi kemas hampir tumpah keluar amp box besar dalam ada tidak atur penyok beberapa sisi terlalu pintar seperti bagi packingnya,0
Ada yg bocor,ada yang bocor,0
Proses &amp; pengiriman kurang cepat. Tidak seperti biasanya,proses amp kirim kurang cepat tidak seperti biasa,0
Pengiriman cukup lama,kirim cukup lama,0
kirain hang datang untuk nanti ketombe seperti keterangan di tulisan...ternyata yang seperti gambar...salah gag merhatiin gambarnya🤭,ira hang datang untuk nanti ketombe seperti terang di tulis nyata yang seperti gambar salah tidak merhatiin gambar,0
Pengantaran lama dan tracking tdk sesuai,antar lama dan tracking tidak sesuai,0
kalengnya penyok² semua ☹️☹️,kaleng penyok semua,0
Kirimnya lama; sampe gua lupa,kirim lama sampai aku lupa,0
pengirimannya lamaaaaaa bangeeeeettt. gk ada info lg mau dikirim kapan,kirim lama banget gak ada informasi lagi mau kirim kapan,0
Dpt harga murah. Hanya pengirimannya lumayan lama. Entah diekspedisinya; entah dr sellernya karena official store dan banyak pesanan; sehingga pickup barang aja sampai 2 hari kerja. Next perlu diperbaiki durasi kirimnya,dapat harga murah hanya kirim lumayan lama tidak tahu ekspedisi tidak tahu dari sellernya karena official store dan banyak pesan sehingga pickup barang saja sampai hari kerja lanjut perlu baik durasi kirim,0
Pengiriman pakai kurir toko 3 hari sampai; ga taunya di kirim pake wahana dari sana. yg mau beli pake kurir toko; mending pikir2 lagi..,kirim pakai kurir toko hari sampai tidak tau di kirim pakai wahana dari sana yang mau beli pakai kurir toko lebih baik pikir lagi,0
Hmmm pesan lagi malah proses lama nyampe 3 hari :( pdhal ya emg sih cuma 2 biji doang terima kasih!,hm pesan lagi bahkan proses lama sampai hari padahal iya memang sih cuma biji doang terima kasih,0
penyok ne... ga tau dah gimana dah.,penyok ini tidak tahu sudah bagaimana sudah,0
kurang suka rasa nya,kurang suka rasa nya,0
kiriman lama sampai 6 hr baru terima  ya,kirim lama sampai hari baru terima iya,0
Hebat barang di retur ; trus ga di kirim balik... Luar biasa !!!!,hebat barang di retur terus tidak di kirim balik luar biasa,0
Terimakasih barang sudah sampai sesuai dengan pesanan,terimakasih barang sudah sampai sesuai dengan pesan,0
order varian enchanting gold malah di kirim yg ini 😤; mana pengirimannya LAMA,order varian enchanting gold bahkan di kirim yang ini mana kirim lama,0
